"ID","new_user","country","age","source","pages_visited"
273122,"Yes","CHN",25,"SEO",7
273123,"Yes","GBR",30,"SEO",9
273124,"Yes","USA",41,"direct",1
273125,"Yes","USA",43,"direct",5
273126,"Yes","USA",36,"ads",5
273127,"Yes","USA",22,"ads",4
273128,"Yes","USA",26,"direct",2
273129,"No","USA",36,"SEO",8
273130,"Yes","USA",19,"SEO",1
273131,"No","USA",22,"ads",9
273132,"Yes","USA",34,"SEO",2
273133,"Yes","USA",27,"SEO",9
273134,"Yes","DEU",18,"ads",8
273135,"Yes","USA",24,"SEO",1
273136,"Yes","USA",25,"ads",7
273137,"Yes","GBR",39,"direct",8
273138,"Yes","CHN",23,"SEO",5
273139,"Yes","CHN",21,"SEO",10
273140,"No","GBR",32,"ads",5
273141,"No","USA",50,"SEO",2
273142,"No","USA",17,"SEO",11
273143,"Yes","USA",38,"ads",5
273144,"Yes","USA",25,"ads",8
273145,"Yes","USA",42,"ads",4
273146,"Yes","USA",43,"ads",5
273147,"Yes","CHN",23,"SEO",1
273148,"Yes","USA",30,"SEO",2
273149,"No","USA",40,"SEO",3
273150,"Yes","CHN",38,"ads",8
273151,"Yes","CHN",22,"SEO",4
273152,"No","CHN",41,"SEO",9
273153,"No","GBR",27,"SEO",5
273154,"Yes","USA",25,"SEO",1
273155,"No","USA",44,"ads",5
273156,"Yes","GBR",19,"ads",8
273157,"No","CHN",59,"direct",4
273158,"No","USA",41,"SEO",2
273159,"Yes","GBR",19,"SEO",3
273160,"No","GBR",22,"direct",4
273161,"Yes","USA",26,"ads",7
273162,"Yes","USA",20,"ads",7
273163,"Yes","USA",17,"ads",2
273164,"Yes","DEU",37,"ads",11
273165,"Yes","CHN",30,"ads",8
273166,"No","USA",18,"direct",7
273167,"Yes","USA",18,"SEO",4
273168,"Yes","GBR",26,"SEO",8
273169,"Yes","DEU",35,"direct",3
273170,"Yes","USA",33,"SEO",5
273171,"Yes","USA",37,"direct",9
273172,"No","USA",22,"ads",7
273173,"Yes","USA",33,"SEO",3
273174,"Yes","USA",48,"SEO",2
273175,"No","CHN",24,"SEO",4
273176,"Yes","GBR",28,"ads",4
273177,"Yes","CHN",25,"ads",6
273178,"No","USA",46,"SEO",9
273179,"No","GBR",32,"direct",2
273180,"Yes","GBR",29,"SEO",9
273181,"Yes","USA",19,"direct",5
273182,"Yes","USA",24,"SEO",5
273183,"Yes","CHN",22,"direct",4
273184,"Yes","CHN",28,"SEO",1
273185,"Yes","CHN",18,"direct",1
273186,"Yes","USA",30,"SEO",2
273187,"Yes","CHN",35,"ads",8
273188,"Yes","USA",37,"direct",5
273189,"Yes","GBR",23,"ads",8
273190,"No","USA",24,"ads",8
273191,"Yes","CHN",20,"direct",1
273192,"Yes","CHN",34,"ads",3
273193,"Yes","USA",19,"direct",4
273194,"Yes","USA",26,"ads",4
273195,"Yes","GBR",32,"SEO",7
273196,"No","USA",37,"ads",8
273197,"No","USA",49,"ads",3
273198,"Yes","GBR",31,"direct",11
273199,"Yes","CHN",30,"SEO",3
273200,"Yes","USA",19,"ads",5
273201,"No","GBR",44,"SEO",8
273202,"No","USA",42,"SEO",8
273203,"Yes","CHN",31,"ads",2
273204,"Yes","GBR",29,"ads",1
273205,"No","CHN",31,"ads",1
273206,"Yes","USA",42,"direct",1
273207,"Yes","CHN",38,"SEO",3
273208,"Yes","USA",35,"ads",8
273209,"Yes","USA",31,"SEO",3
273210,"No","USA",28,"SEO",7
273211,"Yes","GBR",39,"direct",4
273212,"No","USA",33,"ads",3
273213,"Yes","CHN",30,"SEO",3
273214,"No","USA",24,"ads",6
273215,"Yes","CHN",22,"direct",6
273216,"No","GBR",27,"ads",3
273217,"No","USA",28,"direct",9
273218,"Yes","GBR",42,"SEO",9
273219,"Yes","USA",21,"ads",4
273220,"No","USA",32,"SEO",3
273221,"Yes","USA",19,"SEO",3
273222,"Yes","USA",45,"ads",1
273223,"No","USA",27,"SEO",7
273224,"No","USA",23,"SEO",5
273225,"No","GBR",34,"SEO",5
273226,"Yes","CHN",22,"direct",2
273227,"Yes","USA",33,"SEO",12
273228,"Yes","GBR",43,"ads",2
273229,"Yes","USA",33,"ads",4
273230,"Yes","USA",23,"direct",14
273231,"Yes","USA",23,"SEO",5
273232,"Yes","GBR",28,"direct",2
273233,"Yes","CHN",40,"SEO",1
273234,"No","USA",21,"ads",16
273235,"Yes","USA",26,"SEO",6
273236,"Yes","USA",32,"SEO",3
273237,"No","CHN",35,"SEO",5
273238,"Yes","USA",32,"ads",4
273239,"Yes","GBR",27,"SEO",1
273240,"Yes","CHN",27,"SEO",3
273241,"No","CHN",41,"direct",3
273242,"No","USA",30,"ads",4
273243,"Yes","USA",23,"direct",3
273244,"Yes","CHN",37,"SEO",3
273245,"No","GBR",31,"SEO",3
273246,"No","CHN",30,"SEO",7
273247,"Yes","USA",17,"direct",7
273248,"Yes","GBR",39,"direct",9
273249,"Yes","USA",31,"ads",2
273250,"Yes","USA",26,"SEO",7
273251,"No","USA",35,"ads",2
273252,"Yes","USA",28,"ads",5
273253,"Yes","USA",21,"ads",3
273254,"Yes","USA",33,"SEO",5
273255,"Yes","CHN",21,"ads",12
273256,"Yes","CHN",40,"ads",1
273257,"Yes","USA",17,"SEO",2
273258,"No","CHN",35,"SEO",3
273259,"Yes","USA",33,"ads",5
273260,"Yes","USA",28,"ads",4
273261,"Yes","CHN",31,"ads",5
273262,"Yes","USA",31,"direct",7
273263,"Yes","USA",29,"SEO",3
273264,"No","USA",36,"SEO",4
273265,"Yes","GBR",23,"ads",3
273266,"No","USA",21,"ads",8
273267,"No","USA",25,"SEO",12
273268,"Yes","CHN",34,"ads",10
273269,"Yes","CHN",33,"ads",1
273270,"Yes","USA",26,"SEO",2
273271,"No","CHN",43,"ads",4
273272,"Yes","USA",25,"SEO",2
273273,"Yes","CHN",27,"ads",7
273274,"No","GBR",27,"SEO",7
273275,"Yes","USA",35,"SEO",5
273276,"No","USA",22,"ads",2
273277,"Yes","USA",32,"SEO",5
273278,"No","CHN",31,"direct",1
273279,"No","USA",26,"SEO",14
273280,"No","CHN",36,"SEO",2
273281,"Yes","CHN",42,"ads",6
273282,"No","USA",35,"SEO",7
273283,"Yes","GBR",35,"direct",2
273284,"Yes","USA",32,"direct",12
273285,"No","USA",35,"direct",6
273286,"Yes","CHN",17,"ads",4
273287,"Yes","GBR",23,"SEO",3
273288,"No","GBR",28,"SEO",5
273289,"No","CHN",22,"SEO",11
273290,"Yes","CHN",21,"SEO",5
273291,"No","GBR",35,"SEO",1
273292,"Yes","USA",18,"SEO",8
273293,"Yes","CHN",26,"SEO",5
273294,"Yes","USA",38,"SEO",1
273295,"Yes","CHN",29,"direct",2
273296,"Yes","CHN",23,"SEO",7
273297,"Yes","CHN",25,"SEO",4
273298,"No","CHN",33,"direct",4
273299,"Yes","USA",20,"direct",6
273300,"No","USA",45,"SEO",7
273301,"No","CHN",28,"SEO",4
273302,"No","CHN",32,"SEO",5
273303,"Yes","GBR",24,"direct",8
273304,"Yes","USA",29,"direct",11
273305,"Yes","DEU",38,"SEO",9
273306,"Yes","USA",23,"direct",5
273307,"No","CHN",35,"direct",1
273308,"No","USA",18,"direct",14
273309,"No","CHN",17,"SEO",7
273310,"No","GBR",25,"ads",17
273311,"Yes","USA",36,"SEO",3
273312,"Yes","GBR",34,"SEO",5
273313,"No","CHN",22,"SEO",7
273314,"No","USA",22,"ads",2
273315,"No","USA",34,"ads",9
273316,"Yes","CHN",31,"ads",5
273317,"Yes","CHN",21,"SEO",3
273318,"No","DEU",25,"direct",8
273319,"No","USA",25,"SEO",6
273320,"Yes","CHN",41,"ads",3
273321,"No","USA",38,"SEO",19
273322,"Yes","DEU",24,"SEO",7
273323,"No","USA",35,"direct",3
273324,"No","USA",41,"SEO",1
273325,"Yes","GBR",35,"SEO",2
273326,"Yes","GBR",35,"ads",12
273327,"Yes","CHN",24,"ads",8
273328,"Yes","USA",29,"SEO",3
273329,"Yes","USA",38,"SEO",1
273330,"Yes","DEU",28,"SEO",2
273331,"Yes","USA",36,"direct",8
273332,"Yes","USA",29,"SEO",1
273333,"No","USA",25,"direct",1
273334,"Yes","GBR",37,"ads",3
273335,"No","USA",17,"ads",4
273336,"Yes","USA",24,"direct",3
273337,"Yes","USA",19,"direct",14
273338,"Yes","USA",20,"SEO",4
273339,"Yes","CHN",41,"SEO",5
273340,"Yes","USA",38,"SEO",7
273341,"Yes","USA",23,"SEO",10
273342,"No","CHN",23,"SEO",2
273343,"Yes","USA",29,"SEO",2
273344,"Yes","USA",37,"ads",1
273345,"No","USA",33,"SEO",2
273346,"Yes","USA",33,"SEO",4
273347,"Yes","GBR",29,"direct",2
273348,"Yes","DEU",32,"direct",3
273349,"Yes","USA",33,"direct",3
273350,"Yes","CHN",22,"ads",2
273351,"No","USA",36,"direct",1
273352,"Yes","USA",32,"SEO",3
273353,"No","USA",34,"SEO",6
273354,"Yes","CHN",32,"direct",5
273355,"Yes","USA",35,"SEO",5
273356,"Yes","USA",41,"ads",5
273357,"No","USA",44,"direct",4
273358,"Yes","CHN",20,"SEO",5
273359,"Yes","USA",31,"ads",5
273360,"No","USA",35,"ads",4
273361,"Yes","USA",21,"ads",3
273362,"No","USA",31,"SEO",7
273363,"No","USA",37,"direct",17
273364,"No","USA",33,"SEO",11
273365,"Yes","USA",44,"direct",8
273366,"Yes","USA",39,"ads",5
273367,"No","USA",21,"SEO",13
273368,"Yes","USA",17,"SEO",5
273369,"No","USA",24,"SEO",3
273370,"Yes","USA",19,"ads",3
273371,"Yes","USA",41,"SEO",1
273372,"Yes","USA",20,"ads",9
273373,"No","USA",29,"direct",5
273374,"Yes","CHN",17,"ads",1
273375,"Yes","USA",47,"SEO",4
273376,"Yes","USA",31,"direct",3
273377,"Yes","USA",38,"SEO",7
273378,"Yes","USA",24,"SEO",2
273379,"Yes","CHN",34,"direct",1
273380,"No","GBR",27,"SEO",2
273381,"Yes","USA",38,"ads",1
273382,"No","USA",17,"ads",1
273383,"Yes","USA",35,"ads",7
273384,"Yes","CHN",18,"SEO",2
273385,"No","CHN",27,"SEO",6
273386,"Yes","CHN",42,"SEO",6
273387,"Yes","USA",29,"SEO",5
273388,"Yes","USA",41,"SEO",12
273389,"Yes","USA",33,"direct",5
273390,"No","GBR",24,"SEO",20
273391,"Yes","USA",31,"SEO",1
273392,"Yes","CHN",30,"direct",8
273393,"Yes","USA",23,"ads",12
273394,"Yes","USA",21,"SEO",3
273395,"Yes","USA",18,"ads",1
273396,"Yes","USA",26,"ads",7
273397,"No","USA",37,"direct",5
273398,"Yes","USA",32,"ads",9
273399,"Yes","USA",23,"ads",8
273400,"Yes","USA",44,"SEO",6
273401,"No","USA",20,"SEO",4
273402,"Yes","USA",30,"SEO",4
273403,"Yes","CHN",35,"SEO",7
273404,"Yes","CHN",34,"direct",4
273405,"No","GBR",34,"direct",5
273406,"Yes","USA",21,"direct",8
273407,"Yes","GBR",21,"SEO",1
273408,"No","DEU",39,"SEO",5
273409,"Yes","USA",28,"ads",6
273410,"No","USA",32,"ads",6
273411,"Yes","USA",30,"ads",1
273412,"Yes","USA",28,"ads",5
273413,"No","DEU",21,"direct",19
273414,"Yes","CHN",26,"direct",6
273415,"No","USA",27,"ads",4
273416,"Yes","USA",48,"ads",1
273417,"Yes","USA",51,"SEO",7
273418,"Yes","DEU",22,"ads",3
273419,"Yes","USA",26,"SEO",4
273420,"No","CHN",27,"SEO",6
273421,"Yes","CHN",44,"direct",1
273422,"No","USA",25,"direct",7
273423,"Yes","DEU",26,"SEO",2
273424,"No","USA",40,"SEO",1
273425,"No","GBR",26,"direct",4
273426,"No","USA",20,"SEO",3
273427,"Yes","USA",27,"direct",5
273428,"Yes","CHN",25,"ads",4
273429,"Yes","USA",43,"ads",7
273430,"Yes","USA",31,"ads",7
273431,"Yes","USA",46,"direct",6
273432,"Yes","USA",34,"SEO",4
273433,"Yes","USA",24,"SEO",21
273434,"Yes","USA",38,"SEO",3
273435,"No","GBR",19,"SEO",7
273436,"No","USA",37,"SEO",3
273437,"Yes","CHN",37,"direct",2
273438,"No","CHN",22,"ads",6
273439,"Yes","USA",29,"direct",2
273440,"No","CHN",38,"SEO",3
273441,"Yes","CHN",47,"SEO",7
273442,"Yes","USA",32,"direct",6
273443,"Yes","GBR",27,"ads",3
273444,"Yes","USA",41,"ads",1
273445,"Yes","USA",29,"SEO",14
273446,"Yes","USA",27,"SEO",5
273447,"No","USA",25,"SEO",4
273448,"Yes","USA",22,"SEO",7
273449,"Yes","USA",24,"SEO",9
273450,"Yes","CHN",35,"SEO",4
273451,"Yes","USA",24,"SEO",5
273452,"Yes","USA",33,"SEO",5
273453,"No","CHN",44,"SEO",9
273454,"Yes","USA",28,"SEO",5
273455,"Yes","USA",39,"SEO",8
273456,"Yes","USA",36,"ads",7
273457,"No","GBR",22,"ads",4
273458,"Yes","GBR",35,"direct",1
273459,"No","USA",42,"SEO",4
273460,"No","CHN",20,"SEO",5
273461,"Yes","USA",37,"ads",1
273462,"Yes","CHN",29,"SEO",4
273463,"Yes","USA",44,"SEO",6
273464,"No","USA",27,"ads",2
273465,"Yes","CHN",23,"SEO",2
273466,"Yes","CHN",35,"SEO",11
273467,"Yes","GBR",32,"direct",3
273468,"Yes","USA",30,"SEO",2
273469,"Yes","CHN",33,"ads",6
273470,"No","USA",29,"direct",4
273471,"Yes","CHN",36,"SEO",3
273472,"Yes","USA",38,"SEO",4
273473,"Yes","USA",32,"SEO",3
273474,"No","GBR",41,"SEO",2
273475,"Yes","USA",34,"SEO",1
273476,"Yes","CHN",42,"direct",4
273477,"Yes","GBR",34,"ads",2
273478,"No","USA",27,"ads",3
273479,"Yes","USA",17,"SEO",7
273480,"No","GBR",44,"SEO",3
273481,"No","USA",22,"direct",1
273482,"No","CHN",30,"SEO",1
273483,"Yes","USA",25,"SEO",19
273484,"Yes","USA",51,"ads",3
273485,"No","GBR",46,"ads",5
273486,"Yes","CHN",19,"direct",2
273487,"No","USA",48,"direct",7
273488,"No","USA",37,"direct",7
273489,"Yes","USA",42,"SEO",4
273490,"Yes","GBR",24,"direct",3
273491,"No","USA",28,"SEO",10
273492,"Yes","CHN",27,"ads",3
273493,"Yes","USA",36,"SEO",3
273494,"No","GBR",18,"direct",2
273495,"No","GBR",36,"direct",4
273496,"Yes","GBR",48,"SEO",3
273497,"Yes","USA",38,"ads",1
273498,"Yes","CHN",31,"direct",8
273499,"Yes","USA",19,"SEO",4
273500,"No","GBR",36,"SEO",4
273501,"No","CHN",25,"direct",5
273502,"Yes","GBR",19,"SEO",7
273503,"Yes","CHN",31,"SEO",2
273504,"Yes","USA",17,"SEO",2
273505,"No","CHN",22,"SEO",5
273506,"Yes","USA",31,"direct",8
273507,"Yes","USA",43,"direct",4
273508,"No","USA",22,"ads",3
273509,"No","CHN",23,"direct",6
273510,"Yes","DEU",29,"direct",7
273511,"Yes","USA",21,"SEO",10
273512,"Yes","USA",28,"SEO",1
273513,"No","USA",18,"SEO",11
273514,"Yes","USA",30,"ads",5
273515,"Yes","USA",19,"SEO",1
273516,"No","USA",23,"SEO",7
273517,"Yes","CHN",29,"ads",4
273518,"Yes","CHN",50,"direct",4
273519,"Yes","USA",25,"SEO",3
273520,"No","GBR",23,"SEO",4
273521,"Yes","USA",41,"ads",2
273522,"Yes","USA",31,"ads",5
273523,"No","USA",25,"ads",5
273524,"Yes","GBR",32,"SEO",1
273525,"Yes","CHN",19,"direct",6
273526,"No","CHN",21,"direct",4
273527,"No","USA",35,"direct",1
273528,"Yes","USA",30,"ads",2
273529,"No","USA",26,"direct",1
273530,"No","CHN",17,"direct",7
273531,"No","CHN",28,"SEO",9
273532,"Yes","CHN",49,"SEO",1
273533,"Yes","CHN",18,"direct",3
273534,"Yes","GBR",36,"ads",3
273535,"Yes","USA",31,"direct",1
273536,"Yes","USA",27,"ads",4
273537,"Yes","USA",37,"ads",2
273538,"No","CHN",30,"direct",5
273539,"No","CHN",60,"SEO",5
273540,"Yes","GBR",31,"SEO",4
273541,"Yes","USA",38,"direct",3
273542,"Yes","USA",21,"direct",4
273543,"Yes","CHN",17,"SEO",6
273544,"Yes","USA",33,"ads",4
273545,"No","GBR",20,"SEO",4
273546,"Yes","CHN",24,"SEO",1
273547,"Yes","CHN",33,"SEO",3
273548,"Yes","CHN",35,"SEO",7
273549,"Yes","CHN",45,"SEO",1
273550,"Yes","USA",31,"direct",1
273551,"Yes","USA",36,"SEO",4
273552,"Yes","GBR",38,"SEO",5
273553,"Yes","GBR",28,"ads",4
273554,"Yes","USA",29,"SEO",6
273555,"No","USA",26,"ads",10
273556,"Yes","USA",26,"SEO",3
273557,"No","GBR",37,"SEO",8
273558,"Yes","USA",30,"SEO",1
273559,"Yes","USA",35,"ads",7
273560,"Yes","USA",40,"ads",6
273561,"No","USA",53,"SEO",10
273562,"No","USA",22,"SEO",15
273563,"No","USA",24,"SEO",9
273564,"Yes","GBR",39,"ads",6
273565,"No","DEU",32,"SEO",1
273566,"No","CHN",20,"SEO",6
273567,"Yes","CHN",27,"direct",4
273568,"Yes","USA",18,"SEO",1
273569,"Yes","CHN",20,"SEO",5
273570,"Yes","GBR",45,"ads",5
273571,"Yes","USA",18,"SEO",1
273572,"No","USA",18,"SEO",3
273573,"Yes","USA",43,"ads",4
273574,"Yes","GBR",34,"ads",2
273575,"Yes","USA",37,"direct",2
273576,"No","USA",30,"direct",7
273577,"Yes","GBR",42,"SEO",6
273578,"No","USA",50,"direct",8
273579,"Yes","USA",31,"direct",6
273580,"Yes","DEU",27,"SEO",9
273581,"Yes","USA",29,"SEO",14
273582,"Yes","USA",21,"SEO",2
273583,"Yes","USA",28,"direct",5
273584,"Yes","USA",40,"direct",9
273585,"No","CHN",27,"direct",1
273586,"Yes","CHN",19,"SEO",5
273587,"Yes","CHN",37,"direct",9
273588,"Yes","USA",38,"ads",5
273589,"No","USA",24,"SEO",7
273590,"No","USA",24,"SEO",1
273591,"No","USA",41,"direct",8
273592,"Yes","USA",38,"ads",6
273593,"Yes","USA",35,"ads",3
273594,"Yes","GBR",18,"ads",7
273595,"Yes","USA",33,"ads",2
273596,"Yes","GBR",50,"SEO",1
273597,"No","USA",22,"ads",2
273598,"No","USA",47,"ads",2
273599,"No","USA",21,"direct",10
273600,"Yes","GBR",21,"SEO",2
273601,"No","USA",37,"SEO",1
273602,"No","USA",29,"SEO",2
273603,"Yes","USA",42,"SEO",6
273604,"Yes","CHN",27,"direct",8
273605,"Yes","USA",24,"SEO",3
273606,"Yes","DEU",42,"SEO",7
273607,"No","USA",21,"ads",6
273608,"No","DEU",25,"SEO",1
273609,"Yes","USA",40,"ads",1
273610,"No","CHN",26,"SEO",6
273611,"No","GBR",33,"SEO",2
273612,"Yes","USA",18,"direct",6
273613,"No","USA",26,"SEO",3
273614,"Yes","USA",35,"SEO",5
273615,"Yes","CHN",33,"SEO",1
273616,"No","USA",37,"direct",5
273617,"No","CHN",39,"ads",4
273618,"Yes","USA",38,"ads",1
273619,"No","CHN",29,"ads",5
273620,"Yes","USA",29,"SEO",11
273621,"Yes","USA",17,"direct",9
273622,"No","CHN",19,"SEO",9
273623,"Yes","USA",48,"direct",3
273624,"Yes","CHN",43,"SEO",6
273625,"Yes","CHN",23,"SEO",3
273626,"Yes","USA",37,"direct",9
273627,"Yes","USA",35,"SEO",3
273628,"No","GBR",21,"direct",1
273629,"No","CHN",25,"SEO",2
273630,"Yes","GBR",27,"direct",3
273631,"Yes","USA",18,"SEO",3
273632,"Yes","USA",29,"SEO",1
273633,"Yes","GBR",44,"ads",7
273634,"No","GBR",32,"SEO",4
273635,"Yes","GBR",28,"direct",10
273636,"Yes","USA",23,"SEO",2
273637,"No","GBR",41,"SEO",9
273638,"Yes","USA",47,"SEO",2
273639,"Yes","USA",27,"SEO",3
273640,"Yes","CHN",38,"direct",4
273641,"Yes","CHN",40,"ads",10
273642,"Yes","USA",21,"SEO",14
273643,"Yes","CHN",29,"direct",4
273644,"Yes","GBR",27,"SEO",7
273645,"Yes","CHN",45,"SEO",3
273646,"Yes","DEU",27,"SEO",4
273647,"Yes","USA",32,"ads",5
273648,"No","GBR",37,"ads",3
273649,"Yes","USA",35,"SEO",4
273650,"Yes","GBR",55,"direct",7
273651,"Yes","USA",35,"SEO",1
273652,"Yes","USA",32,"ads",1
273653,"Yes","GBR",43,"SEO",5
273654,"Yes","CHN",44,"direct",5
273655,"No","USA",24,"direct",3
273656,"Yes","USA",24,"ads",5
273657,"Yes","CHN",19,"direct",2
273658,"Yes","CHN",28,"direct",1
273659,"Yes","USA",20,"SEO",1
273660,"Yes","CHN",18,"SEO",5
273661,"Yes","USA",35,"ads",7
273662,"Yes","GBR",44,"SEO",4
273663,"No","USA",34,"SEO",7
273664,"No","USA",34,"SEO",2
273665,"Yes","USA",31,"direct",3
273666,"Yes","USA",48,"SEO",2
273667,"Yes","USA",21,"SEO",6
273668,"No","USA",43,"direct",2
273669,"Yes","CHN",33,"SEO",6
273670,"Yes","CHN",36,"SEO",2
273671,"No","USA",34,"SEO",2
273672,"No","CHN",26,"SEO",6
273673,"Yes","CHN",39,"SEO",6
273674,"No","GBR",25,"ads",9
273675,"Yes","USA",29,"SEO",8
273676,"Yes","CHN",21,"direct",2
273677,"Yes","CHN",21,"SEO",6
273678,"Yes","CHN",45,"ads",3
273679,"No","USA",48,"ads",5
273680,"No","USA",39,"SEO",13
273681,"Yes","USA",21,"ads",3
273682,"Yes","GBR",26,"direct",6
273683,"Yes","CHN",33,"SEO",8
273684,"No","USA",35,"direct",11
273685,"Yes","CHN",25,"SEO",3
273686,"Yes","USA",21,"ads",4
273687,"Yes","USA",40,"direct",3
273688,"No","USA",28,"SEO",13
273689,"Yes","DEU",25,"SEO",5
273690,"Yes","GBR",35,"SEO",4
273691,"Yes","USA",45,"ads",3
273692,"Yes","USA",42,"SEO",6
273693,"Yes","USA",28,"SEO",3
273694,"No","GBR",34,"direct",17
273695,"No","USA",29,"ads",1
273696,"Yes","CHN",33,"SEO",3
273697,"Yes","USA",22,"direct",5
273698,"Yes","CHN",42,"SEO",10
273699,"Yes","USA",36,"SEO",5
273700,"No","DEU",21,"ads",2
273701,"No","USA",27,"direct",9
273702,"No","CHN",33,"SEO",2
273703,"Yes","USA",34,"SEO",6
273704,"Yes","USA",35,"direct",4
273705,"Yes","GBR",35,"SEO",2
273706,"No","USA",37,"SEO",7
273707,"No","GBR",24,"direct",2
273708,"No","CHN",24,"SEO",2
273709,"No","USA",25,"ads",16
273710,"Yes","USA",26,"ads",2
273711,"Yes","CHN",30,"SEO",4
273712,"No","USA",18,"SEO",5
273713,"Yes","GBR",24,"direct",2
273714,"No","USA",33,"direct",1
273715,"Yes","USA",24,"ads",5
273716,"Yes","USA",20,"SEO",5
273717,"No","USA",22,"SEO",9
273718,"No","DEU",28,"SEO",9
273719,"No","USA",30,"ads",8
273720,"Yes","CHN",31,"ads",4
273721,"Yes","USA",22,"SEO",9
273722,"Yes","CHN",37,"ads",12
273723,"No","USA",28,"ads",9
273724,"No","CHN",17,"SEO",1
273725,"Yes","USA",27,"SEO",3
273726,"Yes","USA",17,"direct",6
273727,"Yes","USA",52,"ads",4
273728,"Yes","CHN",23,"direct",1
273729,"Yes","USA",29,"SEO",4
273730,"No","CHN",27,"SEO",4
273731,"Yes","USA",19,"ads",5
273732,"Yes","CHN",17,"ads",7
273733,"Yes","GBR",35,"SEO",5
273734,"No","CHN",33,"SEO",1
273735,"Yes","USA",35,"ads",11
273736,"Yes","USA",30,"ads",5
273737,"Yes","USA",18,"SEO",2
273738,"No","USA",26,"SEO",1
273739,"Yes","USA",29,"ads",6
273740,"Yes","USA",30,"ads",3
273741,"Yes","CHN",26,"ads",13
273742,"Yes","CHN",33,"SEO",7
273743,"Yes","CHN",38,"direct",6
273744,"No","USA",27,"ads",3
273745,"Yes","DEU",42,"ads",5
273746,"No","USA",17,"SEO",1
273747,"Yes","USA",39,"SEO",1
273748,"No","CHN",32,"SEO",6
273749,"Yes","CHN",32,"ads",2
273750,"Yes","USA",28,"direct",4
273751,"No","CHN",26,"ads",3
273752,"Yes","USA",37,"SEO",1
273753,"Yes","GBR",27,"ads",2
273754,"Yes","CHN",30,"ads",2
273755,"Yes","USA",36,"SEO",2
273756,"Yes","DEU",18,"SEO",4
273757,"Yes","USA",31,"SEO",5
273758,"Yes","USA",29,"SEO",4
273759,"Yes","USA",34,"ads",6
273760,"Yes","USA",32,"SEO",6
273761,"Yes","USA",27,"SEO",7
273762,"Yes","USA",34,"ads",10
273763,"Yes","CHN",25,"direct",1
273764,"Yes","USA",47,"SEO",2
273765,"Yes","DEU",36,"direct",2
273766,"Yes","USA",32,"SEO",3
273767,"No","CHN",26,"direct",5
273768,"Yes","USA",22,"SEO",5
273769,"No","CHN",24,"SEO",5
273770,"No","USA",26,"ads",3
273771,"Yes","USA",31,"direct",3
273772,"Yes","USA",48,"SEO",4
273773,"Yes","USA",36,"ads",1
273774,"Yes","USA",31,"direct",7
273775,"Yes","USA",20,"direct",4
273776,"Yes","GBR",43,"direct",2
273777,"Yes","USA",27,"direct",1
273778,"Yes","USA",22,"SEO",1
273779,"No","USA",41,"direct",11
273780,"Yes","CHN",39,"SEO",5
273781,"No","CHN",36,"SEO",4
273782,"Yes","USA",48,"direct",3
273783,"Yes","GBR",26,"ads",13
273784,"Yes","CHN",38,"ads",2
273785,"Yes","DEU",42,"direct",7
273786,"Yes","USA",39,"ads",5
273787,"Yes","CHN",38,"SEO",8
273788,"Yes","CHN",36,"direct",4
273789,"No","USA",27,"SEO",3
273790,"No","CHN",19,"SEO",1
273791,"No","DEU",48,"SEO",17
273792,"No","USA",38,"SEO",5
273793,"Yes","USA",24,"SEO",2
273794,"Yes","USA",35,"direct",9
273795,"Yes","GBR",20,"SEO",1
273796,"Yes","USA",25,"ads",6
273797,"Yes","USA",33,"SEO",10
273798,"No","USA",40,"SEO",2
273799,"Yes","USA",39,"ads",4
273800,"No","CHN",35,"ads",3
273801,"No","GBR",30,"ads",1
273802,"Yes","USA",23,"SEO",4
273803,"No","USA",17,"SEO",16
273804,"Yes","USA",27,"ads",7
273805,"No","CHN",20,"SEO",1
273806,"Yes","CHN",39,"SEO",1
273807,"Yes","USA",29,"SEO",9
273808,"Yes","USA",38,"direct",4
273809,"Yes","USA",30,"direct",4
273810,"No","CHN",26,"SEO",9
273811,"Yes","CHN",40,"SEO",3
273812,"Yes","USA",27,"SEO",6
273813,"Yes","USA",23,"SEO",10
273814,"Yes","GBR",29,"SEO",7
273815,"Yes","USA",27,"direct",3
273816,"Yes","USA",31,"SEO",8
273817,"No","CHN",29,"direct",3
273818,"Yes","USA",19,"SEO",1
273819,"Yes","USA",40,"SEO",4
273820,"Yes","USA",53,"ads",3
273821,"No","USA",35,"ads",5
273822,"Yes","CHN",30,"SEO",5
273823,"No","DEU",19,"ads",11
273824,"No","DEU",36,"ads",12
273825,"No","GBR",27,"ads",2
273826,"Yes","USA",23,"ads",5
273827,"No","CHN",37,"SEO",3
273828,"Yes","GBR",27,"ads",1
273829,"Yes","GBR",29,"ads",7
273830,"No","GBR",30,"SEO",3
273831,"Yes","CHN",23,"SEO",1
273832,"Yes","USA",35,"SEO",2
273833,"Yes","USA",27,"SEO",7
273834,"Yes","CHN",43,"ads",2
273835,"Yes","CHN",28,"direct",2
273836,"No","USA",33,"SEO",6
273837,"Yes","GBR",33,"ads",18
273838,"No","CHN",34,"ads",3
273839,"Yes","CHN",18,"ads",5
273840,"No","USA",36,"ads",8
273841,"No","CHN",20,"SEO",6
273842,"Yes","CHN",35,"SEO",6
273843,"No","USA",17,"SEO",3
273844,"No","DEU",38,"SEO",13
273845,"Yes","CHN",31,"direct",3
